name,subCategory,address,postalCode,phone,hours,description
Heartscape Psychology @ Novena,Day Care,"101 Irrawaddy Rd, #16-02 Royal Square Medical Centre, Singapore 329565",329565,+65 8012 0368,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,Type: Medical clinic | Website: http://www.heartscapepsychology.com/
Help Is Here,Day Care,"1 Jalan Berseh, #03-14 New World Centre, Singapore 209037",209037,+65 8922 2123,Monday: 11:00 AM – 7:30 PM; Tuesday: 11:00 AM – 7:30 PM; Wednesday: 11:00 AM – 7:30 PM; Thursday: 11:00 AM – 7:30 PM; Friday: 11:00 AM – 7:30 PM; Saturday: 11:00 AM – 6:00 PM; Sunday: 11:00 AM – 6:00 PM,Type: Employment agency | Website: https://hih.com.sg/
"Homage (Home Care, Home Nursing, Home Physiotherapy, Part-Time Caregiver, Respite Care, Elderly Care)",Day Care,"12 Kallang Ave, Mall, #03-20/21 Aperia, Singapore 339511",339511,+65 6100 0055,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,Type: Health | Website: https://www.homage.sg/
Hougang Sheng Hong Student Care Centre,Day Care,"238 Hougang Ave 1, #01-292, Singapore 530238",530238,+65 6285 2726,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: 7:00 AM – 2:00 PM; Sunday: Closed,Type: Child care agency | Website: http://www.shenghong.org.sg/
House of Joy Mountbatten,Day Care,"12 Pine Cl, #01-85, Singapore 391012",391012,+65 6835 9916,,Type: Association / Organization | Website: https://www.chcsa.org.sg/
Hovi Care - Hovi Club Orchard,Day Care,"1 Orchard Blvd, #05-06/7/8, Singapore 248649",248649,+65 8700 6789,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://hovicare.com/orchard/
Hovi Care - Hovi Club Ulu Pandan,Day Care,"170 Ghim Moh Rd, #02-01, Singapore 279621",279621,+65 8044 4649,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://hovicare.sg/ulu-pandan/
Hua Mei Centre for Successful Aging,Day Care,"298 Tiong Bahru Rd, #15-01/06 Central Plaza, Singapore 168730",168730,+65 6593 9500,,Type: Services | Website: https://tsaofoundation.org/towards-successful-ageing/hmcsa/about-hmcsa
Hua Mei Mobile Clinic,Day Care,"298 Tiong Bahru Rd, #15-01/06 Central Plaza, Singapore 168730",168730,+65 6593 9500,,Type: Medical clinic | Website: http://tsaofoundation.org/
IDS Aesthetics (Novena),Day Care,"8 Sinaran Dr, Singapore 307470",307470,+65 6568 3559,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: Closed,Type: Skin care clinic | Website: https://idsaesthetics.com/
Island Maids,Day Care,"36 Beo Cres, #01-33, Singapore 160036",160036,+65 6299 7703,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: 10:00 AM – 5:00 PM,Website: http://www.islandmaids.com.sg/
JiaYou@Chinatown Point,Day Care,"133 New Bridge Rd, #04-01 to #04-11 Chinatown Point, Singapore 059413",059413,+65 6399 1888,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Association / Organization | Website: https://jiayou.org.sg/
Josiah Montessori (Suntec),Day Care,"3 Temasek Boulevard #01-618 to 620, Mall, East Atrium Suntec City, Singapore 038983",038983,+65 6336 6906,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed,Type: Child care agency | Website: http://josiah.com.sg/
Just Us Childcare & Eldercare Services,Day Care,"1 Yishun Industrial Street 1, #03-05, Singapore 768160",768160,+65 6299 4993,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Employment agency | Website: https://justus.com.sg/
Kampung Senang Mobility Aids Services – Jurong 324,Day Care,"324 Jurong East Street 31, #01-130, Singapore 600324",600324,+65 8522 0367,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,Type: Association / Organization | Website: https://www.kampungsenang.org/
Kiddiwinkie Schoolhouse @ Novena,Day Care,"1 Novena Terrace, Singapore 307903",307903,+65 6817 1394,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: School | Website: https://kiddiwinkie.edu.sg/centres-list/novena?utm_source=google_my_business&utm_medium=organic&utm_content=bouton_site_web&utm_campaign=gmb2025
Kinderland Preschool @ Revenue House (for civil servants and IRAS staff only),Day Care,"55 Newton Rd, #05-01, Singapore 307987",307987,+65 6881 8818,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Preschool | Website: https://kinderland.com.sg/kinderland-revenue-house/
Kreta Ayer Community Club,Day Care,"28 Kreta Ayer Rd, Singapore 088995",088995,+65 6222 3597,Monday: 10:00 AM – 10:00 PM; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 10:00 AM – 10:00 PM,Type: Community center | Google Maps: https://maps.google.com/?cid=18251477927127273696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Kukoh+ | Children & Youth Centre by Yong-en Care Centre,Day Care,"10 Jln Kukoh, #01-49, Singapore 162010",162010,+65 6322 4146,Monday: 2:00 – 9:30 PM; Tuesday: 2:00 – 9:30 PM; Wednesday: 2:00 – 9:30 PM; Thursday: 2:00 – 9:30 PM; Friday: 2:00 – 9:30 PM; Saturday: Closed; Sunday: Closed,Type: Non-profit organization | Website: https://www.yong-en.org.sg/
Kwong Wai Shiu Care Centre @ Jalan Besar,Day Care,"69 Jellicoe Road, Jalan Besar, #02-01 Community Club, Singapore 208737",208737,+65 6422 1322,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Google Maps: https://maps.google.com/?cid=15107653356195368944&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Lakeside Student Care (Jurong East),Day Care,"302 Jurong East Street 32, #01-22, Singapore 600302",600302,+65 6564 9677,Monday: 12:00 – 7:00 PM; Tuesday: 12:00 – 7:00 PM; Wednesday: 12:00 – 7:00 PM; Thursday: 12:00 – 7:00 PM; Friday: 12:00 – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Child care agency | Website: https://www.lakeside.org.sg/
Lanxi Pavilion Health Center 蓝溪阁养生馆,Day Care,"1 Park Rd, #03-40F People's Park Complex, Singapore 059108",059108,+65 6513 4808,Monday: 9:30 AM – 10:00 PM; Tuesday: 9:30 AM – 10:00 PM; Wednesday: 9:30 AM – 10:00 PM; Thursday: 9:30 AM – 10:00 PM; Friday: 9:30 AM – 10:00 PM; Saturday: 9:30 AM – 10:00 PM; Sunday: 9:30 AM – 10:00 PM,Type: Massage service | Google Maps: https://maps.google.com/?cid=14385719690935575988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Lee Ah Mooi Old Age Home (Silat),Day Care,"148A Silat Ave, Singapore 168871",168871,+65 6276 2493,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,Type: Health | Website: http://www.leeahmooioldagehome.sg/
Life Student Care Centre,Day Care,"306C Anchorvale Link, Singapore 543306",543306,+65 6489 8718,Monday: 9:30 AM – 7:00 PM; Tuesday: 9:30 AM – 7:00 PM; Wednesday: 9:30 AM – 7:00 PM; Thursday: 9:30 AM – 7:00 PM; Friday: 9:30 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Child care agency | Website: https://life-community.org/services/life-student-care/
Lion's Heart Student Care,Day Care,"26 Sin Ming Ln, #05-111 Midview City, Singapore 573971",573971,+65 6262 6202,Monday: 11:00 AM – 7:00 PM; Tuesday: 11:00 AM – 7:00 PM; Wednesday: 11:00 AM – 7:00 PM; Thursday: 11:00 AM – 7:00 PM; Friday: 11:00 AM – 7:00 PM; Saturday: 11:00 AM – 3:00 PM; Sunday: Closed,Type: Child care agency | Website: https://lionsheartstudentcaresg.com/
Lions Home for the Elders (Bedok),Day Care,"487 Bedok S Ave 2, Singapore 469316",469316,+65 6244 0667,"Monday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Tuesday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Wednesday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Thursday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Friday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Saturday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM; Sunday: 9:00 AM – 12:00 PM, 2:00 – 5:00 PM",Type: Health | Website: http://lionshome.org.sg/
Little Skool-House Ngee Ann Polytechnic,Day Care,"535, Block 52 Clementi Rd, Level 3 Ngee Ann Polytechnic, Singapore 599489",599489,+65 6464 5219,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Preschool | Website: https://bit.ly/LSH_NgeeAnnPolytechnic
Little Skool-House SingHealth Tower,Day Care,"10 Hospital Blvd, #05-01 SingHealth Tower, Singapore 168582",168582,+65 6514 7687,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Preschool | Website: https://bit.ly/LSH_OutramCommunityHospital
Loving Heart Multi-Service Centre,Day Care,"210 Jurong East Street 21, #01-389, Singapore 600210",600210,+65 6897 4766,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Association / Organization | Website: http://www.lovingheart.org.sg/
MWS Senior Care Centre – Eunos,Day Care,"1 Chin Cheng Ave, #01-02, Singapore 429400",429400,+65 6530 3635,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Child care agency | Website: https://mws.sg/centre-location/mws-senior-care-eunos/
Man Fatt Lam Elderly Joy Day Centre,Day Care,"Bedok S Rd, #01-354, Singapore 460170",460170,+65 6246 5590,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://sites.google.com/mflelderlyjoy.com/mflec170/home
MapleBear Serangoon Gardens,Day Care,"12 Phillips Ave, Singapore 546934",546934,+65 6280 8562,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Child care agency | Website: http://maplebear.sg/serangoongardens
Marine Parade Aspiration Elderly Lodge,Day Care,"201 Bedok North Street 1, Singapore 460201",460201,+65 6445 5518,,Type: Health | Google Maps: https://maps.google.com/?cid=1932332563731245140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Mei Heong Yuen Dessert,Day Care,"63-67 Temple St, #63-67, Singapore 058611",058611,+65 6221 1156,Monday: Closed; Tuesday: 12:00 – 9:30 PM; Wednesday: 12:00 – 9:30 PM; Thursday: 12:00 – 9:30 PM; Friday: 12:00 – 9:30 PM; Saturday: 12:00 – 9:30 PM; Sunday: 12:00 – 9:30 PM,Type: Dessert shop | Website: http://www.meiheongyuendessert.com.sg/
Mighty Arrows Student Care and Enrichment Centre,Day Care,"80 Marine Parade Rd, #19-02/03, Singapore 449269",449269,+65 6977 9719,Monday: 1:00 – 7:00 PM; Tuesday: 1:00 – 7:00 PM; Wednesday: 1:00 – 7:00 PM; Thursday: 1:00 – 7:00 PM; Friday: 1:00 – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Child care agency | Website: https://mightyarrows.com.sg/
MindChamps MindSpace @ Sembawang Shopping Centre (Canberra) | After School Student Care | MindChamps Enrichment for P1-P5,Day Care,"604 Sembawang Rd, #03-14 Sembawang Shopping Centre, Singapore 758459",758459,+65 8807 3235,Monday: 12:00 – 7:00 PM; Tuesday: 12:00 – 7:00 PM; Wednesday: 12:00 – 7:00 PM; Thursday: 12:00 – 7:00 PM; Friday: 12:00 – 7:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: Closed,Type: Educational institution | Website: https://mindspace.mindchamps.org/mindspace-sembawang-shopping-centre-canberra/?utm_source=google&utm_medium=gmb&utm_campaign=organic_gmb&utm_id=organic
MindChamps PreSchool @ One Raffles Place,Day Care,"1 Raffles Place, Tower 1, #06-00, Singapore 048616",048616,+65 9687 6377,Monday: 7:30 AM – 7:30 PM; Tuesday: 7:30 AM – 7:30 PM; Wednesday: 7:30 AM – 7:30 PM; Thursday: 7:30 AM – 7:30 PM; Friday: 7:30 AM – 7:30 PM; Saturday: Closed; Sunday: Closed,Type: Preschool | Website: https://www.mindchamps.org/location/one-raffles-place/?utm_source=Google+My+Business&utm_medium=PreSchool+@+One+Raffles+Place&utm_campaign=Organic&utm_term=Google+My+Business&utm_content=Website+Button
Montessori For Children (Newton Campus),Day Care,"43 Newton Rd, Singapore 307970",307970,+65 6256 3952,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Preschool | Website: http://www.montessori.edu.sg/
Moral Home for the Aged Sick,Day Care,"1 Jln Bilal, Singapore 468854",468854,+65 6442 2268,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Services | Website: https://moral.com.sg/
Muhammadiyah Health & Day Care Centre For Senior Citizens (MHCC),Day Care,"10 Eunos Cres, Singapore 400010",400010,+65 6741 4779,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: http://mhcc.muhammadiyah.org.sg/
NTUC Health (Tampines) - Nursing Home,Day Care,"1 Tampines Street 22, Singapore 529367",529367,+65 6372 8388,,Type: Health | Website: https://ntuchealth.sg/elderly-care/services/nursing-homes//?utm_campaign=gmbwebsite&utm_source=gmb&utm_medium=organic&utm_content=nhtp
"NTUC Health Home Care (Home Care Service, Home Nursing, Home Therapy & Rehab, Home Medical, Interim Caregiver)",Day Care,"53 Ang Mo Kio Ave 3, #04-04/05 AMK Hub, Singapore 569933",569933,+65 6715 6715,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Health | Google Maps: https://maps.google.com/?cid=9265821442053417764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
"NTUC Health Senior Day Care - Boon Lay (Dementia Care, Rehabilitation and Physiotherapy, Day Care)",Day Care,"216 Boon Lay Ave, #01-05, Singapore 640216",640216,,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://ntuchealth.sg/senior-day-care/?utm_campaign=gmbwebsite&utm_source=gmb&utm_medium=organic&utm_content=sccbl_13082020
"NTUC Health Senior Day Care - Bukit Merah (Dementia Care, Rehabilitation and Physiotherapy, Day Care)",Day Care,"Blk 141/142 Jalan Bukit Merah, #01-1172 / #01-1212, Singapore 160141",160141,,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://ntuchealth.sg/senior-day-care/?utm_campaign=gmbwebsite&utm_source=gmb&utm_medium=organic&utm_content=sccjbm_13082020
"NTUC Health Senior Day Care - Bukit Merah View (Dementia Care, Day Care, Flexible Care Arrangements)",Day Care,"117 Bukit Merah Vw, #01-201, Singapore 151117",151117,+65 6715 6715,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: https://ntuchealth.sg/senior-day-care/?utm_campaign=gmbwebsite&utm_source=gmb&utm_medium=organic&utm_content=sccmws_13082020
